"rgb","r","g","b","colorname","RGB"
"70 - 100 - 90","70","100","90","gray","[70, 100, 90]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"190 - 220 - 210","190","220","210","teal","[190, 220, 210]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"170 - 160 - 40","170","160","40","gold","[170, 160, 40]"
"200 - 170 - 170","200","170","170","grey","[200, 170, 170]"
"70 - 100 - 90","70","100","90","teal","[70, 100, 90]"
"190 - 220 - 210","190","220","210","grey","[190, 220, 210]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"170 - 160 - 40","170","160","40","gold","[170, 160, 40]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"200 - 100 - 70","200","100","70","pink","[200, 100, 70]"
"70 - 100 - 90","70","100","90","poop","[70, 100, 90]"
"200 - 100 - 70","200","100","70","pink","[200, 100, 70]"
"220 - 240 - 150","220","240","150","sage","[220, 240, 150]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"70 - 100 - 90","70","100","90","grey","[70, 100, 90]"
"190 - 220 - 210","190","220","210","grey","[190, 220, 210]"
"150 - 200 - 180","150","200","180","teal","[150, 200, 180]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"170 - 160 - 40","170","160","40","puke","[170, 160, 40]"
"190 - 220 - 210","190","220","210","grey","[190, 220, 210]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"200 - 170 - 170","200","170","170","grey","[200, 170, 170]"
"160 - 180 - 20","160","180","20","gold","[160, 180, 20]"
"50 - 80 - 100","50","80","100","gray","[50, 80, 100]"
"110 - 100 - 10","110","100","10","puke","[110, 100, 10]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"190 - 220 - 210","190","220","210","teal","[190, 220, 210]"
"190 - 220 - 210","190","220","210","grey","[190, 220, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"170 - 160 - 40","170","160","40","gold","[170, 160, 40]"
"50 - 80 - 100","50","80","100","blue","[50, 80, 100]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"200 - 160 - 180","200","160","180","pink","[200, 160, 180]"
"190 - 220 - 210","190","220","210","grey","[190, 220, 210]"
"200 - 170 - 170","200","170","170","grey","[200, 170, 170]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"200 - 170 - 170","200","170","170","ugly","[200, 170, 170]"
"200 - 160 - 180","200","160","180","grey","[200, 160, 180]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"200 - 160 - 180","200","160","180","pink","[200, 160, 180]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"150 - 200 - 180","150","200","180","teal","[150, 200, 180]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"220 - 240 - 150","220","240","150","puke","[220, 240, 150]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"200 - 160 - 180","200","160","180","hede","[200, 160, 180]"
"220 - 240 - 150","220","240","150","tope","[220, 240, 150]"
"150 - 200 - 180","150","200","180","teal","[150, 200, 180]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"150 - 200 - 180","150","200","180","blue","[150, 200, 180]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"50 - 80 - 100","50","80","100","teal","[50, 80, 100]"
"150 - 200 - 180","150","200","180","cyan","[150, 200, 180]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"50 - 80 - 100","50","80","100","blue","[50, 80, 100]"
"200 - 160 - 180","200","160","180","puce","[200, 160, 180]"
"200 - 160 - 180","200","160","180","pink","[200, 160, 180]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"200 - 170 - 170","200","170","170","rose","[200, 170, 170]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"200 - 160 - 180","200","160","180","puce","[200, 160, 180]"
"50 - 80 - 100","50","80","100","navy","[50, 80, 100]"
"50 - 80 - 100","50","80","100","cyan","[50, 80, 100]"
"200 - 170 - 170","200","170","170","skin","[200, 170, 170]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"150 - 200 - 180","150","200","180","moss","[150, 200, 180]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"200 - 100 - 70","200","100","70","rose","[200, 100, 70]"
"70 - 100 - 90","70","100","90","gray","[70, 100, 90]"
"70 - 100 - 90","70","100","90","teal","[70, 100, 90]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"160 - 180 - 20","160","180","20","puke","[160, 180, 20]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"160 - 180 - 20","160","180","20","gold","[160, 180, 20]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"110 - 100 - 10","110","100","10","dirt","[110, 100, 10]"
"150 - 200 - 180","150","200","180","teal","[150, 200, 180]"
"150 - 200 - 180","150","200","180","teal","[150, 200, 180]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"70 - 100 - 90","70","100","90","bley","[70, 100, 90]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"190 - 220 - 210","190","220","210","blue","[190, 220, 210]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"200 - 170 - 170","200","170","170","puce","[200, 170, 170]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"160 - 0 - 80","160","0","80","rose","[160, 0, 80]"
"160 - 0 - 80","160","0","80","wine","[160, 0, 80]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"190 - 220 - 210","190","220","210","grey","[190, 220, 210]"
"200 - 170 - 170","200","170","170","grey","[200, 170, 170]"
"50 - 80 - 100","50","80","100","teal","[50, 80, 100]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"160 - 0 - 80","160","0","80","pink","[160, 0, 80]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"50 - 80 - 100","50","80","100","teal","[50, 80, 100]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"170 - 160 - 40","170","160","40","puke","[170, 160, 40]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"200 - 160 - 180","200","160","180","rose","[200, 160, 180]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"50 - 80 - 100","50","80","100","teal","[50, 80, 100]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"170 - 160 - 40","170","160","40","gold","[170, 160, 40]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"200 - 170 - 170","200","170","170","puce","[200, 170, 170]"
"50 - 80 - 100","50","80","100","teal","[50, 80, 100]"
"10 - 90 - 210","10","90","210","blue","[10, 90, 210]"
"200 - 160 - 180","200","160","180","rose","[200, 160, 180]"
"70 - 100 - 90","70","100","90","gray","[70, 100, 90]"
"170 - 160 - 40","170","160","40","gold","[170, 160, 40]"
"50 - 80 - 100","50","80","100","navy","[50, 80, 100]"
"150 - 200 - 180","150","200","180","gray","[150, 200, 180]"
"30 - 90 - 210","30","90","210","blue","[30, 90, 210]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"130 - 130 - 130","130","130","130","grey","[130, 130, 130]"
"190 - 220 - 210","190","220","210","grey","[190, 220, 210]"
"50 - 80 - 100","50","80","100","blue","[50, 80, 100]"
"190 - 220 - 210","190","220","210","mint","[190, 220, 210]"
"50 - 80 - 100","50","80","100","blue","[50, 80, 100]"
"50 - 80 - 100","50","80","100","teal","[50, 80, 100]"
"150 - 200 - 180","150","200","180","teal","[150, 200, 180]"
"160 - 0 - 80","160","0","80","pink","[160, 0, 80]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"130 - 130 - 130","130","130","130","gray","[130, 130, 130]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"200 - 100 - 70","200","100","70","red","[200, 100, 70]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"170 - 160 - 40","170","160","40",NA,"[170, 160, 40]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"160 - 0 - 80","160","0","80","red","[160, 0, 80]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"170 - 160 - 40","170","160","40","tan","[170, 160, 40]"
"200 - 170 - 170","200","170","170","tan","[200, 170, 170]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"200 - 100 - 70","200","100","70","red","[200, 100, 70]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"160 - 0 - 80","160","0","80","red","[160, 0, 80]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"120 - 80 - 40","120","80","40","oak","[120, 80, 40]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"110 - 100 - 10","110","100","10","poo","[110, 100, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"200 - 100 - 70","200","100","70","tan","[200, 100, 70]"
"220 - 240 - 150","220","240","150","tan","[220, 240, 150]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"50 - 80 - 100","50","80","100","eh?","[50, 80, 100]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"160 - 0 - 80","160","0","80","red","[160, 0, 80]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
"220 - 20 - 0","220","20","0","red","[220, 20, 0]"
"240 - 0 - 10","240","0","10","red","[240, 0, 10]"
